# Reference flux 14214.6936817
# Magnitude zero point 29.7465228468
# mag = zpt - 2.5 * log10(flux)
4242.20359 -118.538 459.30700365 B6731-gb5-R-7
4242.21788 -473.989 527.54960371 B6733-gb5-R-7
4242.22502 -65.2085 464.94020947 B6734-gb5-R-7
4242.23219 339.941 406.811705902 B6735-gb5-R-7
4242.23933 3.09181 483.0477525 B6736-gb5-R-7
4242.24647 32.827 430.463012902 B6737-gb5-R-7
4242.26075 -44.485 378.82863872 B6739-gb5-R-7
4242.26791 990.949 461.51695884 B6740-gb5-R-7
4242.27505 42.1837 409.1696433 B6741-gb5-R-7
4242.28324 554.945 419.58798748 B6742-gb5-R-7
4245.07347 246.409 530.107275215 B6778-gb5-R-7
4245.0901 776.886 588.172034472 B6780-gb5-R-7
4245.09842 1065.44 571.968454842 B6781-gb5-R-7
4245.10554 -375.885 538.203364648 B6782-gb5-R-7
4245.11396 727.91 580.675591512 B6783-gb5-R-7
4245.15576 77.6671 533.95963712 B6784-gb5-R-7
4245.16659 -60.6105 498.812719496 B6785-gb5-R-7
4245.17491 154.031 528.035318272 B6786-gb5-R-7
4245.18323 619.696 591.215119792 B6787-gb5-R-7
4245.19869 440.425 517.88665687 B6789-gb5-R-7
4245.20701 -1191.78 502.73691072 B6790-gb5-R-7
4245.21532 761.294 527.743558856 B6791-gb5-R-7
4245.23911 -37.5244 546.008075979 B6794-gb5-R-7
4245.27714 652.536 599.44400641 B6799-gb5-R-7
4247.9147 65.8512 531.793515708 B6831-gb5-R-7
4247.94323 696.786 552.160054578 B6835-gb5-R-7
4247.95037 390.32 481.59948599 B6836-gb5-R-7
4247.97886 -397.707 589.84534302 B6840-gb5-R-7
4247.98599 282.495 491.13883014 B6841-gb5-R-7
4247.99311 -40.1701 577.39759497 B6842-gb5-R-7
4248.00092 54.2162 554.057136252 B6843-gb5-R-7
4248.00804 289.667 588.343406112 B6844-gb5-R-7
4248.03655 75.8318 581.72897159 B6848-gb5-R-7
4248.04367 79.5227 540.023912032 B6849-gb5-R-7
4248.05081 -164.015 474.072357674 B6850-gb5-R-7
4248.05793 -186.789 516.710618856 B6851-gb5-R-7
4248.06506 202.93 595.204678948 B6852-gb5-R-7
4248.07219 -204.003 512.620817524 B6853-gb5-R-7
4248.07931 112.448 527.843722925 B6854-gb5-R-7
4248.08747 22.2634 471.631320225 B6856-gb5-R-7
4248.0953 208.055 482.220826759 B6857-gb5-R-7
4248.10243 560.968 558.194819034 B6858-gb5-R-7
4248.10955 197.856 460.030659615 B6859-gb5-R-7
4248.11668 276.71 493.295141685 B6860-gb5-R-7
4248.12491 142.327 471.86730383 B6862-gb5-R-7
4248.1333 -119.487 405.334595952 B6863-gb5-R-7
4248.14044 -305.765 521.28224544 B6864-gb5-R-7
4248.14756 697.043 490.352477908 B6865-gb5-R-7
4248.15468 26.5216 450.819996525 B6866-gb5-R-7
4248.16434 548.081 450.687890457 B6867-gb5-R-7
4248.17147 182.939 453.518716908 B6868-gb5-R-7
4248.17859 437.364 450.59900985 B6869-gb5-R-7
4248.18572 391.504 526.171236538 B6870-gb5-R-7
4248.19285 -500.686 596.539187568 B6871-gb5-R-7
4248.19998 -311.049 579.422202056 B6872-gb5-R-7
4248.20829 167.612 496.246510128 B6873-gb5-R-7
4248.21542 -343.92 503.117874076 B6874-gb5-R-7
4248.22256 52.2046 544.2723378 B6875-gb5-R-7
4248.22968 42.4533 487.345378991 B6876-gb5-R-7
4248.23681 235.646 434.1318184 B6877-gb5-R-7
4248.24394 -395.73 500.579108352 B6878-gb5-R-7
4248.25225 4.39747 511.30364375 B6879-gb5-R-7
4248.28789 23.8277 522.59657334 B6884-gb5-R-7
4248.87411 1062.78 557.870785758 B6898-gb5-R-7
4248.88837 -42.8226 580.980477422 B6900-gb5-R-7
4248.91688 -473.693 544.573687251 B6904-gb5-R-7
4248.92401 417.643 567.477309617 B6905-gb5-R-7
4248.93113 -426.58 537.863169456 B6906-gb5-R-7
4248.94539 -823.915 596.42166816 B6908-gb5-R-7
4248.95964 -996.497 576.3233356 B6910-gb5-R-7
4248.96677 -1049.29 559.575260106 B6911-gb5-R-7
4249.16384 -72.7711 509.475237233 B6938-gb5-R-7
4249.91154 879.023 594.0162833 B6961-gb5-R-7
4249.9258 1848.8 594.26293335 B6963-gb5-R-7
4249.93293 495.699 597.718658258 B6964-gb5-R-7
4249.94006 -47.443 579.474025738 B6965-gb5-R-7
4249.9472 111.268 540.830464064 B6966-gb5-R-7
4249.97572 -159.219 599.01648612 B6970-gb5-R-7
4250.00421 552.698 555.104880998 B6974-gb5-R-7
4250.01134 550.85 512.84575818 B6975-gb5-R-7
4250.01847 84.5395 494.589109025 B6976-gb5-R-7
4250.02559 -291.61 444.467562627 B6977-gb5-R-7
4250.03272 464.227 434.906718049 B6978-gb5-R-7
4250.03985 899.618 551.281910695 B6979-gb5-R-7
4250.04698 560.734 575.120830674 B6980-gb5-R-7
4250.05411 -11.1775 499.4775072 B6981-gb5-R-7
4250.06124 610.502 596.89554358 B6982-gb5-R-7
4250.06837 472.827 391.377661035 B6983-gb5-R-7
4250.0755 491.843 465.729872424 B6984-gb5-R-7
4250.08262 81.6159 384.802086072 B6985-gb5-R-7
4250.08976 352.332 392.209758182 B6986-gb5-R-7
4250.09689 -145.972 390.409644875 B6987-gb5-R-7
4250.10402 -33.3114 406.933255331 B6988-gb5-R-7
4250.11115 553.211 402.495390234 B6989-gb5-R-7
4250.11828 -556.367 433.53565731 B6990-gb5-R-7
4250.1266 -244.763 405.967150134 B6991-gb5-R-7
4250.13372 141.3 416.079158768 B6992-gb5-R-7
4250.14086 189.453 437.75561977 B6993-gb5-R-7
4250.14798 520.324 364.653854757 B6994-gb5-R-7
4250.15771 357.658 398.450631684 B6995-gb5-R-7
4250.16483 -43.668 500.70798837 B6996-gb5-R-7
4250.17195 379.967 405.482308864 B6997-gb5-R-7
4250.17909 459.151 592.8653262 B6998-gb5-R-7
4250.18622 169.715 518.977009568 B6999-gb5-R-7
4250.19335 -215.474 520.778400171 B7000-gb5-R-7
4250.20049 -203.406 460.455056992 B7001-gb5-R-7
4250.20762 -104.694 542.266120032 B7002-gb5-R-7
4250.21475 -3.64593 462.697153308 B7003-gb5-R-7
4250.22187 -75.3917 440.087199155 B7004-gb5-R-7
4250.229 -1.11032 445.99506534 B7005-gb5-R-7
4250.23613 137.646 478.72261773 B7006-gb5-R-7
4250.24326 241.242 544.043569875 B7007-gb5-R-7
4250.25037 581.147 570.244626224 B7008-gb5-R-7
4250.2575 -129.889 546.30045081 B7009-gb5-R-7
4250.26463 7.95961 440.37448772 B7010-gb5-R-7
4250.27176 174.552 423.043571964 B7011-gb5-R-7
4250.27887 -107.228 503.703019464 B7012-gb5-R-7
4250.286 704.163 480.680252416 B7013-gb5-R-7
4253.09031 1302.04 594.13925979 B7148-gb5-R-7
4254.82306 -457.996 582.485543088 B7164-gb5-R-7
4254.82425 423.848 597.826086037 B7165-gb5-R-7
4254.82549 -979.769 564.9453293 B7166-gb5-R-7
4254.83122 -1622.5 480.032437845 B7167-gb5-R-7
4254.83696 70.1542 501.13878942 B7168-gb5-R-7
4254.84269 -135.126 488.184272628 B7169-gb5-R-7
4254.84843 284.013 495.669827757 B7170-gb5-R-7
4254.85151 510.517 506.04978592 B7171-gb5-R-7
4254.85725 484.918 490.9346799 B7172-gb5-R-7
4254.86299 1375.72 452.26168008 B7173-gb5-R-7
4254.87446 354.236 480.202437 B7175-gb5-R-7
4254.8793 344.603 515.75278612 B7176-gb5-R-7
4254.88504 -588.349 522.8227395 B7177-gb5-R-7
4254.89078 698.519 454.96625382 B7178-gb5-R-7
4254.89652 767.731 492.76935102 B7179-gb5-R-7
4254.90724 1456.33 491.89136876 B7181-gb5-R-7
4254.91297 -175.57 453.29046143 B7182-gb5-R-7
4254.91872 459.431 464.01249385 B7183-gb5-R-7
4254.92445 -16.9258 484.02992178 B7184-gb5-R-7
4254.9355 -422.615 514.70655339 B7186-gb5-R-7
4254.94125 36.7652 464.23549908 B7187-gb5-R-7
4254.94698 293.572 474.7135538 B7188-gb5-R-7
4254.95272 16.662 498.15651204 B7189-gb5-R-7
4254.95845 -64.1276 528.64497315 B7190-gb5-R-7
4254.96323 -451.545 458.66905771 B7191-gb5-R-7
4254.96897 929.539 574.87410375 B7192-gb5-R-7
4254.9747 499.645 510.18171732 B7193-gb5-R-7
4254.98044 -396.154 441.657841026 B7194-gb5-R-7
4254.98618 -267.334 486.07628988 B7195-gb5-R-7
4254.99192 -1311.51 562.74847281 B7196-gb5-R-7
4254.99442 114.099 569.71503278 B7197-gb5-R-7
4255.00016 846.43 514.126674576 B7198-gb5-R-7
4255.00591 459.12 573.39804186 B7199-gb5-R-7
4255.05613 -464.866 547.814856 B7202-gb5-R-7
4255.11287 -269.143 589.07458488 B7212-gb5-R-7
4255.11861 -334.41 567.8716824 B7213-gb5-R-7
4255.12435 -194.886 543.24961225 B7214-gb5-R-7
4255.13009 -101.907 518.824795365 B7215-gb5-R-7
4255.13583 22.077 500.914168704 B7216-gb5-R-7
4255.14316 -1269.4 546.98610074 B7217-gb5-R-7
4255.14889 -109.891 561.53899956 B7218-gb5-R-7
4255.15462 373.122 544.80518675 B7219-gb5-R-7
4255.1661 -223.303 544.321761788 B7221-gb5-R-7
4255.17217 -899.379 545.706464808 B7223-gb5-R-7
4255.17791 -374.771 546.571872 B7224-gb5-R-7
4255.18365 -312.336 479.474121597 B7225-gb5-R-7
4255.18939 21.5466 581.63853385 B7226-gb5-R-7
4255.19513 -1455.86 565.67368216 B7227-gb5-R-7
4255.20565 -580.937 528.808408866 B7229-gb5-R-7
4255.21139 360.944 570.4692107 B7230-gb5-R-7
4255.22287 -493.609 589.26750702 B7232-gb5-R-7
4255.22765 698.736 562.79954594 B7233-gb5-R-7
4260.10847 467.264 555.442558572 B7284-gb5-R-7
4260.1799 357.979 590.39689145 B7309-gb5-R-7
4260.83211 444.887 537.20861509 B7362-gb5-R-7
4260.83899 15.516 568.61121552 B7363-gb5-R-7
4260.84612 99.4028 525.509539225 B7364-gb5-R-7
4260.85325 433.241 561.59800785 B7365-gb5-R-7
4260.89675 -456.901 545.60697994 B7371-gb5-R-7
4260.91101 -19.3891 573.887623602 B7373-gb5-R-7
4260.91814 -22.6035 580.558251035 B7374-gb5-R-7
4260.92527 232.066 507.261268118 B7375-gb5-R-7
4260.93241 148.057 490.99930041 B7376-gb5-R-7
4260.93955 83.5587 543.24055659 B7377-gb5-R-7
4260.94667 281.672 506.777756798 B7378-gb5-R-7
4260.9538 622.501 547.471810457 B7379-gb5-R-7
4260.96093 279.889 452.017214775 B7380-gb5-R-7
4260.96807 -73.4818 423.928243494 B7381-gb5-R-7
4260.9752 -86.5649 339.612010764 B7382-gb5-R-7
4260.98233 192.638 447.541510574 B7383-gb5-R-7
4260.98947 171.662 443.866681648 B7384-gb5-R-7
4260.9966 193.649 538.254018673 B7385-gb5-R-7
4261.00373 102.8 430.82632075 B7386-gb5-R-7
4261.01087 212.387 469.977716628 B7387-gb5-R-7
4261.018 247.24 298.757798139 B7388-gb5-R-7
4261.02513 235.444 385.272426204 B7389-gb5-R-7
4261.03226 290.339 396.428392096 B7390-gb5-R-7
4261.03939 88.5787 300.175372578 B7391-gb5-R-7
4261.04651 129.698 362.326851936 B7392-gb5-R-7
4261.05364 276.253 393.396492125 B7393-gb5-R-7
4261.06078 425.886 423.48810102 B7394-gb5-R-7
4261.0679 272.275 498.226944 B7395-gb5-R-7
4261.07503 36.5265 367.308461116 B7396-gb5-R-7
4261.08217 -181.723 333.581452778 B7397-gb5-R-7
4261.08931 7.89997 386.89555632 B7398-gb5-R-7
4261.0977 36.9087 345.316326966 B7399-gb5-R-7
4261.10484 -73.7711 497.84901931 B7400-gb5-R-7
4261.11196 34.7848 323.680751688 B7401-gb5-R-7
4261.11909 -29.3438 364.932536838 B7402-gb5-R-7
4261.12871 -31.5159 409.43177163 B7403-gb5-R-7
4261.13584 354.754 480.141808146 B7404-gb5-R-7
4261.14297 121.52 471.788969669 B7405-gb5-R-7
4261.1501 -157.894 513.103651269 B7406-gb5-R-7
4261.15723 -55.9248 481.782455 B7407-gb5-R-7
4261.16435 -183.365 536.20432744 B7408-gb5-R-7
4261.17147 132.038 533.74528182 B7409-gb5-R-7
4261.18573 306.255 548.5229259 B7411-gb5-R-7
4261.19286 -129.704 459.938037758 B7412-gb5-R-7
4261.19999 -313.656 486.829831724 B7413-gb5-R-7
4261.20712 0.685309 465.741268586 B7414-gb5-R-7
4261.21426 -4.2767 508.335233742 B7415-gb5-R-7
4261.2214 372.482 482.953301856 B7416-gb5-R-7
4261.22868 22.9986 489.757897512 B7417-gb5-R-7
4261.23582 189.57 396.429603534 B7418-gb5-R-7
4261.24296 92.1024 459.89017984 B7419-gb5-R-7
4261.2501 88.0068 458.425606788 B7420-gb5-R-7
4261.25724 267.039 588.068501017 B7421-gb5-R-7
4261.26437 271.344 478.16514616 B7422-gb5-R-7
4261.2715 85.8748 530.536361328 B7423-gb5-R-7
4261.27862 96.2284 583.598688461 B7424-gb5-R-7
4261.28574 -51.9606 593.787927444 B7425-gb5-R-7
4261.81898 -100.998 537.54861222 B7432-gb5-R-7
4261.82611 312.202 568.182019812 B7433-gb5-R-7
4261.83324 -403.902 526.02732083 B7434-gb5-R-7
4261.84037 94.8268 450.32372466 B7435-gb5-R-7
4261.8463 883.59 530.797439536 B7436-gb5-R-7
4261.85343 226.306 573.41777928 B7437-gb5-R-7
4261.86056 -138.673 455.56836668 B7438-gb5-R-7
4261.86769 -54.1312 505.802892687 B7439-gb5-R-7
4261.87482 -324.584 484.8988497 B7440-gb5-R-7
4261.88195 -102.304 461.522939031 B7441-gb5-R-7
4261.88908 185.406 514.81087041 B7442-gb5-R-7
4261.89621 332.764 523.379675364 B7443-gb5-R-7
4261.90335 115.584 488.3146765 B7444-gb5-R-7
4261.91048 -395.437 494.596503427 B7445-gb5-R-7
4261.91761 -234.086 453.998855147 B7446-gb5-R-7
4261.92474 43.7956 415.304009925 B7447-gb5-R-7
4261.93187 376.548 387.55238283 B7448-gb5-R-7
4261.93899 190.964 451.2101191 B7449-gb5-R-7
4261.94612 265.628 474.12092314 B7450-gb5-R-7
4261.95325 292.503 479.50124391 B7451-gb5-R-7
4261.96037 -102.644 335.348911296 B7452-gb5-R-7
4261.9675 248.819 266.132828376 B7453-gb5-R-7
4261.97462 -27.3704 398.84273943 B7454-gb5-R-7
4261.98174 325.729 329.203278642 B7455-gb5-R-7
4261.98886 180.509 278.073193755 B7456-gb5-R-7
4261.99599 159.011 253.423668566 B7457-gb5-R-7
4262.00313 108.999 215.475397578 B7458-gb5-R-7
4262.01027 85.2339 259.69874805 B7459-gb5-R-7
4262.01739 -321.546 203.97408021 B7460-gb5-R-7
4262.02451 -24.9631 242.513251365 B7461-gb5-R-7
4262.03164 -96.5979 223.433658072 B7462-gb5-R-7
4262.03877 87.7931 250.492573972 B7463-gb5-R-7
4262.0459 92.4772 259.990062945 B7464-gb5-R-7
4262.05303 -160.911 321.742012008 B7465-gb5-R-7
4262.06014 326.687 331.71775455 B7466-gb5-R-7
4262.06726 -73.9554 352.538076597 B7467-gb5-R-7
4262.07439 190.092 340.008647373 B7468-gb5-R-7
4262.08153 349.814 239.95643587 B7469-gb5-R-7
4262.08993 320.948 374.281904925 B7470-gb5-R-7
4262.09706 210.005 354.377789042 B7471-gb5-R-7
4262.10678 29.3492 309.544738154 B7472-gb5-R-7
4262.11392 166.415 416.778388992 B7473-gb5-R-7
4262.12106 343.219 304.12971755 B7474-gb5-R-7
4262.12818 402.833 397.70840187 B7475-gb5-R-7
4262.13532 181.972 437.842793936 B7476-gb5-R-7
4262.14244 119.874 366.75817821 B7477-gb5-R-7
4262.1567 -58.9811 575.38016689 B7479-gb5-R-7
4262.16382 135.487 463.74591144 B7480-gb5-R-7
4262.17094 -334.151 389.252452446 B7481-gb5-R-7
4262.17806 212.77 468.44788965 B7482-gb5-R-7
4262.18519 100.346 375.463170255 B7483-gb5-R-7
4262.19232 74.8357 431.217832005 B7484-gb5-R-7
4262.19944 32.4873 388.521129425 B7485-gb5-R-7
4262.20657 308.298 368.385012376 B7486-gb5-R-7
4262.21371 -97.0233 407.858562816 B7487-gb5-R-7
4262.22083 -59.5729 378.419139042 B7488-gb5-R-7
4262.22796 159.822 465.313792974 B7489-gb5-R-7
4262.23509 88.4254 429.71001255 B7490-gb5-R-7
4262.24221 -404.779 479.994033488 B7491-gb5-R-7
4262.24935 219.407 403.503650607 B7492-gb5-R-7
4262.25647 -191.788 428.761450357 B7493-gb5-R-7
4262.2636 100.046 499.731426712 B7494-gb5-R-7
4262.27073 50.5369 431.054297184 B7495-gb5-R-7
4262.27784 7.79098 423.945581642 B7496-gb5-R-7
4262.28497 -204.123 460.23847421 B7497-gb5-R-7
4262.29211 275.67 474.8177475 B7498-gb5-R-7
4262.29924 69.8023 512.102884515 B7499-gb5-R-7
4262.84053 195.637 583.255763455 B7507-gb5-R-7
4262.88328 512.207 592.07184586 B7513-gb5-R-7
4262.89753 313.192 574.884481392 B7515-gb5-R-7
4262.90466 439.055 576.25834233 B7516-gb5-R-7
4262.93316 186.414 586.28777142 B7520-gb5-R-7
4262.94743 1.21408 514.22016262 B7522-gb5-R-7
4262.95456 1137.78 527.32443012 B7523-gb5-R-7
4262.96168 128.741 599.66730072 B7524-gb5-R-7
4262.9688 95.2598 590.1690704 B7525-gb5-R-7
4262.9902 103.756 556.85507485 B7528-gb5-R-7
4263.08413 2239.97 589.5194184 B7541-gb5-R-7
4263.2809 1219.35 566.15825574 B7565-gb5-R-7
4263.80928 -285.279 588.097915756 B7569-gb5-R-7
4263.81641 -266.935 569.817136805 B7570-gb5-R-7
4263.82353 386.239 565.70271423 B7571-gb5-R-7
4263.8271 196.295 530.94334795 B7572-gb5-R-7
4263.83423 380.774 533.905923072 B7573-gb5-R-7
4263.84136 316.647 490.848418375 B7574-gb5-R-7
4263.84849 200.429 555.671319385 B7575-gb5-R-7
4263.85562 -177.493 512.197084476 B7576-gb5-R-7
4263.86275 -645.667 497.772563862 B7577-gb5-R-7
4263.87701 653.054 572.55850827 B7579-gb5-R-7
4263.88413 844.12 567.10500344 B7580-gb5-R-7
4263.89126 250.752 569.02002705 B7581-gb5-R-7
4263.89839 -341.416 549.81161235 B7582-gb5-R-7
4263.90552 589.597 501.819257174 B7583-gb5-R-7
4263.91264 -126.771 552.2200728 B7584-gb5-R-7
4263.91977 -234.312 495.445148352 B7585-gb5-R-7
4263.92688 144.38 500.473777518 B7586-gb5-R-7
4263.93401 0.238224 553.480356534 B7587-gb5-R-7
4263.94114 -22.8247 479.490915448 B7588-gb5-R-7
4263.94826 98.6676 471.622486062 B7589-gb5-R-7
4263.95538 -185.801 525.73842528 B7590-gb5-R-7
4263.96251 410.365 502.997799566 B7591-gb5-R-7
4263.96964 229.671 474.739943631 B7592-gb5-R-7
4263.97678 457.529 550.803703428 B7593-gb5-R-7
4263.99815 359.506 585.223765392 B7596-gb5-R-7
4264.00527 550.63 580.435138876 B7597-gb5-R-7
4264.04093 -203.042 573.64804398 B7602-gb5-R-7
4264.0623 152.45 568.460565972 B7605-gb5-R-7
4264.06943 157.016 547.571418944 B7606-gb5-R-7
4264.07659 -42.9571 453.893816046 B7607-gb5-R-7
4264.08498 402.822 483.298362157 B7608-gb5-R-7
4264.09211 -118.81 483.668437725 B7609-gb5-R-7
4264.09924 143.808 496.527909678 B7610-gb5-R-7
4264.10637 307.565 581.55484682 B7611-gb5-R-7
4264.11349 210.31 492.99854528 B7612-gb5-R-7
4264.12322 539.356 543.26125455 B7613-gb5-R-7
4264.13034 248.247 549.04075648 B7614-gb5-R-7
4264.13747 266.389 576.758534023 B7615-gb5-R-7
4264.16599 -31.6893 519.0927614 B7619-gb5-R-7
4264.17312 21.6327 555.817246904 B7620-gb5-R-7
4265.98374 616.964 538.964331776 B7629-gb5-R-7
4265.99798 168.289 578.76184401 B7631-gb5-R-7
4266.00512 -36.4601 548.778048208 B7632-gb5-R-7
4266.01226 128.08 547.18342441 B7633-gb5-R-7
4266.01939 -35.123 446.839704491 B7634-gb5-R-7
4266.02651 289.703 503.25727193 B7635-gb5-R-7
4266.03365 90.9939 501.221068548 B7636-gb5-R-7
4266.04078 185.246 525.441580095 B7637-gb5-R-7
4266.0479 707.671 462.40583267 B7638-gb5-R-7
4266.05504 -582.346 518.36576924 B7639-gb5-R-7
4266.06217 -99.8837 482.8624128 B7640-gb5-R-7
4266.0693 1874.54 532.115058164 B7641-gb5-R-7
4266.07646 373.425 464.11313461 B7642-gb5-R-7
4266.08486 309.873 486.50836384 B7643-gb5-R-7
4266.09199 623.266 408.5418608 B7644-gb5-R-7
4266.09913 82.9761 398.95024386 B7645-gb5-R-7
4266.10625 -301.74 452.55425706 B7646-gb5-R-7
4266.11587 -30.0325 530.176494725 B7647-gb5-R-7
4266.12301 343.784 462.98263659 B7648-gb5-R-7
4266.14041 374.795 529.255765369 B7649-gb5-R-7
4266.15466 72.3542 468.21158664 B7651-gb5-R-7
4266.16179 16.8782 462.035078622 B7652-gb5-R-7
4266.16892 376.689 521.803971078 B7653-gb5-R-7
4266.17605 -180.17 456.53385151 B7654-gb5-R-7
4266.18317 -183.096 523.72457034 B7655-gb5-R-7
4266.1903 -241.643 575.865480152 B7656-gb5-R-7
4266.20456 -144.341 510.962528315 B7658-gb5-R-7
4266.21169 -329.052 544.92513439 B7659-gb5-R-7
4266.21882 -2173.09 562.539348 B7660-gb5-R-7
4267.94602 -789.854 486.6420885 B7666-gb5-R-7
4267.95315 -955.12 500.40786514 B7667-gb5-R-7
4267.96029 54.8243 556.493764814 B7668-gb5-R-7
4267.96742 -362.595 534.6636202 B7669-gb5-R-7
4267.97455 611.665 508.28187241 B7670-gb5-R-7
4267.98239 -205.452 587.932655978 B7671-gb5-R-7
4267.9907 -42.2226 525.226429142 B7673-gb5-R-7
4267.99783 -130.359 441.703597487 B7674-gb5-R-7
4268.00496 91.7255 458.932826261 B7675-gb5-R-7
4268.01208 211.554 453.96599202 B7676-gb5-R-7
4268.01921 105.341 482.820229683 B7677-gb5-R-7
4268.02634 27.7193 432.7436193 B7678-gb5-R-7
4268.03346 539.452 446.344811552 B7679-gb5-R-7
4268.04059 90.3636 446.88705888 B7680-gb5-R-7
4268.04772 -216.121 377.75589412 B7681-gb5-R-7
4268.05484 -88.0557 519.435752037 B7682-gb5-R-7
4268.062 180.383 494.299495488 B7683-gb5-R-7
4268.0704 -236.157 496.52111552 B7684-gb5-R-7
4268.07753 40.548 515.179838012 B7685-gb5-R-7
4268.08465 524.727 536.73705054 B7686-gb5-R-7
4268.09178 -521.593 489.24636756 B7687-gb5-R-7
4268.09891 749.377 515.541998554 B7688-gb5-R-7
4268.10861 110.41 503.196026828 B7689-gb5-R-7
4268.11719 585.131 525.02978312 B7690-gb5-R-7
4268.12431 220.738 483.612612206 B7691-gb5-R-7
4268.14569 1031.04 581.959145244 B7694-gb5-R-7
4268.15281 124.298 543.96606419 B7695-gb5-R-7
4268.15994 1101.55 478.54470588 B7696-gb5-R-7
4268.16708 96.026 495.537409224 B7697-gb5-R-7
4268.17421 606.718 503.950609088 B7698-gb5-R-7
4268.18133 1.09975 447.40839768 B7699-gb5-R-7
4268.18966 -24.5151 453.45364227 B7700-gb5-R-7
4268.19679 22.0577 499.944027158 B7701-gb5-R-7
4268.20391 -907.241 455.52972491 B7702-gb5-R-7
4268.21105 -104.294 476.9268503 B7703-gb5-R-7
4268.21817 170.867 523.31948023 B7704-gb5-R-7
4268.22529 294.033 592.441017075 B7705-gb5-R-7
4268.25507 2393.1 580.59031475 B7709-gb5-R-7
4268.26939 1287.51 576.20746964 B7711-gb5-R-7
4268.28488 364.399 592.1499625 B7713-gb5-R-7
4268.80092 -235.14 568.820932448 B7719-gb5-R-7
4268.8223 301.096 498.421114873 B7722-gb5-R-7
4268.82943 513.916 496.482163893 B7723-gb5-R-7
4268.83656 194.658 481.23299199 B7724-gb5-R-7
4268.84369 90.6921 476.150805022 B7725-gb5-R-7
4268.85082 -248.869 439.510293486 B7726-gb5-R-7
4268.85795 459.724 456.964435554 B7727-gb5-R-7
4268.86508 -15.877 530.9308464 B7728-gb5-R-7
4268.8722 205.702 477.328102755 B7729-gb5-R-7
4268.87934 386.609 414.694401069 B7730-gb5-R-7
4268.88646 133.461 464.464585041 B7731-gb5-R-7
4268.89359 399.56 400.64162914 B7732-gb5-R-7
4268.90072 258.763 349.817947678 B7733-gb5-R-7
4268.90785 690.219 410.65930976 B7734-gb5-R-7
4268.99667 -58.2025 374.235152446 B7735-gb5-R-7
4269.00381 -232.739 351.657780808 B7736-gb5-R-7
4269.01093 -13.6783 334.86139472 B7737-gb5-R-7
4269.01806 409.648 348.42920613 B7738-gb5-R-7
4269.02519 29.2285 354.052475568 B7739-gb5-R-7
4269.03233 -213.357 346.508511967 B7740-gb5-R-7
4269.03946 371.655 357.085880279 B7741-gb5-R-7
4269.04659 -181.753 281.145886431 B7742-gb5-R-7
4269.05372 149.341 353.251358628 B7743-gb5-R-7
4269.0609 203.422 420.716866524 B7744-gb5-R-7
4269.0693 130.062 267.079145955 B7745-gb5-R-7
4269.14703 -467.731 559.06786552 B7746-gb5-R-7
4269.16229 -403.886 373.420012198 B7747-gb5-R-7
4269.16942 -205.593 392.448581424 B7748-gb5-R-7
4269.17686 48.2844 385.0788114 B7749-gb5-R-7
4269.18399 136.546 317.29398344 B7750-gb5-R-7
4269.19112 -136.448 432.397841445 B7751-gb5-R-7
4269.19826 375.223 365.34207675 B7752-gb5-R-7
4269.20538 555.864 488.08907232 B7753-gb5-R-7
4269.25354 -328.371 529.603557208 B7755-gb5-R-7
4269.28693 181.766 584.07514144 B7756-gb5-R-7
4269.79785 494.083 524.712176091 B7758-gb5-R-7
4269.80498 -157.448 513.006834114 B7759-gb5-R-7
4269.8121 230.939 494.672520234 B7760-gb5-R-7
4269.81923 87.7285 478.467319519 B7761-gb5-R-7
4269.82637 217.63 438.3277195 B7762-gb5-R-7
4269.83351 -434.346 434.221376424 B7763-gb5-R-7
4269.84064 361.626 396.31633118 B7764-gb5-R-7
4269.84777 271.929 413.95991347 B7765-gb5-R-7
4269.85489 146.609 361.087306685 B7766-gb5-R-7
4269.86201 399.966 407.288637756 B7767-gb5-R-7
4269.86914 37.0075 398.583755538 B7768-gb5-R-7
4269.87626 281.769 308.185730205 B7769-gb5-R-7
4269.88339 236.864 364.125748491 B7770-gb5-R-7
4269.89053 -35.9607 353.791513951 B7771-gb5-R-7
4269.89766 271.853 295.70732598 B7772-gb5-R-7
4269.90479 -207.743 293.3269547 B7773-gb5-R-7
4269.91192 414.191 360.43753375 B7774-gb5-R-7
4269.91905 -94.2705 364.0380832 B7775-gb5-R-7
4269.92618 131.272 295.295620207 B7776-gb5-R-7
4269.93331 -90.5752 307.70180693 B7777-gb5-R-7
4269.94043 165.408 286.73259448 B7778-gb5-R-7
4269.94757 346.994 299.396412588 B7779-gb5-R-7
4269.95469 395.662 356.686918034 B7780-gb5-R-7
4269.96183 134.425 241.888314154 B7781-gb5-R-7
4269.96895 142.891 339.875194736 B7782-gb5-R-7
4269.97609 145.734 362.8609997 B7783-gb5-R-7
4269.98322 29.0463 300.361811415 B7784-gb5-R-7
4269.99036 157.615 251.216217795 B7785-gb5-R-7
4269.99748 218.874 339.538360798 B7786-gb5-R-7
4270.00461 155.134 275.971544693 B7787-gb5-R-7
4270.01174 127.578 223.501030592 B7788-gb5-R-7
4270.01888 691.915 314.669996574 B7789-gb5-R-7
4270.02602 40.8342 271.603925418 B7790-gb5-R-7
4270.03314 321.426 360.651101764 B7791-gb5-R-7
