# Reference flux 14214.6936817
# Magnitude zero point 29.7465228468
# mag = zpt - 2.5 * log10(flux)
3914.06147 151.487 402.201569998 B1654-gb5-R-7
3914.06917 51.4903 367.714782989 B1655-gb5-R-7
3914.07899 406.137 365.677200687 B1656-gb5-R-7
3914.08626 41.3318 403.701705159 B1657-gb5-R-7
3914.0936 350.603 360.39576742 B1658-gb5-R-7
3914.10081 97.7024 441.617855751 B1659-gb5-R-7
3914.10847 189.912 358.479193824 B1660-gb5-R-7
3914.11569 1090.31 599.15439969 B1661-gb5-R-7
3914.12283 111.96 403.036035798 B1662-gb5-R-7
3914.12997 -118.483 445.382151504 B1663-gb5-R-7
3914.13712 15.3186 512.659120827 B1664-gb5-R-7
3914.14453 47.7763 440.131784038 B1665-gb5-R-7
3914.15167 232.956 441.88510912 B1666-gb5-R-7
3914.15882 262.424 472.713918415 B1667-gb5-R-7
3914.16597 234.286 508.831795812 B1668-gb5-R-7
3914.17314 -74.4447 457.144021254 B1669-gb5-R-7
3914.18055 535.23 517.537982685 B1670-gb5-R-7
3914.18768 -160.254 495.132079471 B1671-gb5-R-7
3914.19483 465.102 401.247650916 B1672-gb5-R-7
3914.20197 694.367 581.05725976 B1673-gb5-R-7
3914.2163 -261.688 530.251627488 B1675-gb5-R-7
3914.22344 368.569 532.21628733 B1676-gb5-R-7
3914.23059 356.32 514.401916908 B1677-gb5-R-7
3914.23773 270.047 560.39164344 B1678-gb5-R-7
3919.13647 -2670.69 593.644665528 B1883-gb5-R-7
3922.08164 456.78 593.850670096 B2155-gb5-R-7
3922.09588 167.736 533.590898232 B2161-gb5-R-7
3922.12556 145.197 550.775305327 B2174-gb5-R-7
3922.13742 -14.5162 570.28825497 B2179-gb5-R-7
3922.15166 967.691 585.753682752 B2185-gb5-R-7
3922.16591 15.3535 599.619602001 B2191-gb5-R-7
3922.91948 -215.096 587.25737576 B2233-gb5-R-7
3922.99375 531.893 572.96508885 B2242-gb5-R-7
3923.04588 -375.555 560.40249924 B2248-gb5-R-7
3927.89253 -1225.34 556.270789806 B2276-gb5-R-7
3927.91392 1047.98 557.244711114 B2279-gb5-R-7
3927.92105 -453.925 532.878227508 B2280-gb5-R-7
3927.9517 1314.04 592.312970148 B2284-gb5-R-7
3927.95882 775.116 554.005903925 B2285-gb5-R-7
3927.96965 -552.485 591.919064031 B2286-gb5-R-7
3927.97678 679.974 597.678290584 B2287-gb5-R-7
3927.98389 -134.798 587.954896512 B2288-gb5-R-7
3927.99101 -640.631 593.33125824 B2289-gb5-R-7
3927.99815 -208.402 598.284737992 B2290-gb5-R-7
3928.00546 -66.0454 597.112638552 B2291-gb5-R-7
3929.80377 -865.431 588.48728256 B2328-gb5-R-7
3929.8109 248.86 582.7114699 B2329-gb5-R-7
3929.85537 -158.027 581.5141312 B2335-gb5-R-7
3929.86962 -496.34 579.298162849 B2337-gb5-R-7
3929.87822 96.8825 557.74536846 B2338-gb5-R-7
3929.88535 269.993 557.121119085 B2339-gb5-R-7
3929.89247 -334.166 528.132903324 B2340-gb5-R-7
3929.89959 -448.346 484.37741646 B2341-gb5-R-7
3929.90672 179.047 425.63374914 B2342-gb5-R-7
3932.80066 -2620.9 444.12857436 B2460-gb5-R-7
3932.83709 138.065 347.711029993 B2465-gb5-R-7
3932.84424 1492.67 572.53933278 B2466-gb5-R-7
3932.8514 47.4208 382.33879695 B2467-gb5-R-7
3932.85855 -10.8255 426.471883875 B2468-gb5-R-7
3932.8657 44.7968 458.719544542 B2469-gb5-R-7
3932.87284 80.9477 444.624886324 B2470-gb5-R-7
3932.87999 203.755 495.1877607 B2471-gb5-R-7
3932.88715 101.094 518.67117081 B2472-gb5-R-7
3932.8943 225.984 407.417513256 B2473-gb5-R-7
3932.90146 177.06 391.04530971 B2474-gb5-R-7
3932.90861 358.977 477.0253076 B2475-gb5-R-7
3932.91577 -201.732 372.57709167 B2476-gb5-R-7
3932.92293 71.0702 463.90416556 B2477-gb5-R-7
3932.93008 352.804 458.851052934 B2478-gb5-R-7
3932.93723 -344.443 387.6575912 B2479-gb5-R-7
3932.94448 201.228 335.761464305 B2480-gb5-R-7
3932.95163 221.79 428.672148578 B2481-gb5-R-7
3932.95878 206.914 216.82563399 B2482-gb5-R-7
3932.96594 -518.577 406.93672248 B2483-gb5-R-7
3932.97309 -715.556 220.562887206 B2484-gb5-R-7
3932.98056 -780.407 243.9861929 B2485-gb5-R-7
3932.98896 207.052 401.695985592 B2486-gb5-R-7
3932.99611 1434.73 383.04109206 B2487-gb5-R-7
3933.00327 -361.495 380.64648896 B2488-gb5-R-7
3933.01041 56.276 216.506685512 B2489-gb5-R-7
3933.018 202.557 275.092139888 B2490-gb5-R-7
3933.02774 -43.5464 437.354119035 B2491-gb5-R-7
3933.03489 199.033 577.0715775 B2492-gb5-R-7
3933.04204 311.501 595.1109308 B2493-gb5-R-7
3933.05748 -161.296 345.832580034 B2495-gb5-R-7
3933.06463 361.239 371.776219448 B2496-gb5-R-7
3933.07179 228.619 300.28651813 B2497-gb5-R-7
3933.07895 -30.8248 324.854599718 B2498-gb5-R-7
3933.0861 115.028 333.70133257 B2499-gb5-R-7
3933.09335 -86.2284 409.72231846 B2500-gb5-R-7
3933.1005 494.709 399.053243604 B2501-gb5-R-7
3933.10766 230.121 446.881107106 B2502-gb5-R-7
3933.11482 529.97 409.129037568 B2503-gb5-R-7
3933.12196 -352.474 439.904145213 B2504-gb5-R-7
3933.1295 273.571 469.799161788 B2505-gb5-R-7
3933.13667 88.6966 525.69317266 B2506-gb5-R-7
3933.14383 -288.21 493.87524706 B2507-gb5-R-7
3933.15098 657.521 414.666354525 B2508-gb5-R-7
3933.15813 100.01 496.383507072 B2509-gb5-R-7
3933.16533 -105.88 513.871675968 B2510-gb5-R-7
3933.1725 656.991 538.00267129 B2511-gb5-R-7
3933.17973 -321.886 486.620759375 B2512-gb5-R-7
3933.18696 -347.645 481.907631675 B2513-gb5-R-7
3933.19431 174.104 543.626083056 B2514-gb5-R-7
3937.15551 797.287 574.03099482 B2552-gb5-R-7
3937.91847 112.177 554.781029928 B2556-gb5-R-7
3937.92573 201.908 533.435827504 B2557-gb5-R-7
3937.96217 271.444 544.05539655 B2562-gb5-R-7
3937.97673 348.738 469.130826669 B2564-gb5-R-7
3937.98404 -100.894 482.62389604 B2565-gb5-R-7
3937.99143 58.3144 482.012895295 B2566-gb5-R-7
3938.00138 -75.657 439.507141528 B2567-gb5-R-7
3938.00866 363.339 526.582875423 B2568-gb5-R-7
3938.03803 -127.184 540.766373627 B2572-gb5-R-7
3938.04536 537.264 496.349262976 B2573-gb5-R-7
3938.05271 403.817 560.682770585 B2574-gb5-R-7
3938.06747 726.288 579.26184095 B2576-gb5-R-7
3941.77754 -90.9932 554.995598628 B2846-gb5-R-7
3941.78468 -673.828 568.472290177 B2847-gb5-R-7
3943.77425 92.1082 592.465325551 B2959-gb5-R-7
3943.78139 600.212 572.253014014 B2960-gb5-R-7
3943.81719 108.947 559.312194288 B2965-gb5-R-7
3943.8461 -43.4167 565.566777936 B2969-gb5-R-7
3943.85324 81.7813 564.144839046 B2970-gb5-R-7
3943.8821 -13.0781 529.51188645 B2974-gb5-R-7
3943.88369 59.8214 418.868379079 B2975-gb5-R-7
3943.89083 260.989 479.844298238 B2976-gb5-R-7
3943.89797 341.882 460.663590948 B2977-gb5-R-7
3943.90512 122.087 432.783427296 B2978-gb5-R-7
3943.91227 -138.871 329.683084296 B2979-gb5-R-7
3943.91989 346.806 441.19674874 B2980-gb5-R-7
3943.92703 508.02 459.226154496 B2981-gb5-R-7
3943.93418 -318.056 405.76812915 B2982-gb5-R-7
3943.94133 299.798 338.385013215 B2983-gb5-R-7
3943.94847 163.026 343.111043067 B2984-gb5-R-7
3943.9559 -109.051 420.949448304 B2985-gb5-R-7
3943.96429 131.183 328.516388347 B2986-gb5-R-7
3943.97143 256.929 261.20252496 B2987-gb5-R-7
3943.97857 438.989 327.393015781 B2988-gb5-R-7
3943.98571 66.9466 333.770965668 B2989-gb5-R-7
3943.99566 349.876 325.921576444 B2990-gb5-R-7
3944.0028 -0.388578 257.157075215 B2991-gb5-R-7
3944.00994 -41.8811 274.969711824 B2992-gb5-R-7
3944.01709 115.236 235.086544625 B2993-gb5-R-7
3944.02422 -179.543 305.42862816 B2994-gb5-R-7
3944.03287 439.965 280.379621548 B2995-gb5-R-7
3944.04002 53.6148 485.240305739 B2996-gb5-R-7
3944.04716 285.938 398.180112712 B2997-gb5-R-7
3944.0543 -171.567 360.475018693 B2998-gb5-R-7
3944.06145 206.728 433.750735746 B2999-gb5-R-7
3944.06874 54.4983 465.318582491 B3000-gb5-R-7
3944.07589 361.546 457.523047752 B3001-gb5-R-7
3944.08303 361.16 435.22355923 B3002-gb5-R-7
3944.09017 487.624 470.100623855 B3003-gb5-R-7
3944.09732 177.444 453.920589156 B3004-gb5-R-7
3944.10455 481.281 453.88597716 B3005-gb5-R-7
3944.1117 51.5042 454.66047998 B3006-gb5-R-7
3944.11884 -300.017 407.15763242 B3007-gb5-R-7
3944.12598 107.757 410.9404288 B3008-gb5-R-7
3944.13313 351.478 407.20464666 B3009-gb5-R-7
3944.14051 167.244 393.067532945 B3010-gb5-R-7
3944.14765 68.5664 463.76139129 B3011-gb5-R-7
3944.1548 125.957 424.507440446 B3012-gb5-R-7
3944.16193 61.8959 500.64777433 B3013-gb5-R-7
3944.1691 367.654 510.865389664 B3014-gb5-R-7
3944.17643 -474.146 558.603022208 B3015-gb5-R-7
3944.78136 -339.677 555.02977627 B3017-gb5-R-7
3944.78851 143.986 559.44276795 B3018-gb5-R-7
3944.79567 377.505 471.772828182 B3019-gb5-R-7
3944.80282 66.0984 550.766439783 B3020-gb5-R-7
3944.81042 206.979 494.62163308 B3021-gb5-R-7
3944.82473 164.004 567.596860096 B3023-gb5-R-7
3944.83188 -86.1456 532.5864397 B3024-gb5-R-7
3944.83904 -76.6738 507.683303053 B3025-gb5-R-7
3944.84627 86.2896 526.217925844 B3026-gb5-R-7
3944.85342 -90.9391 439.5199305 B3027-gb5-R-7
3944.86056 -215.74 345.72300526 B3028-gb5-R-7
3944.86772 135.544 405.688701726 B3029-gb5-R-7
3944.87488 -71.8183 483.3633816 B3030-gb5-R-7
3944.88214 118.314 271.540993962 B3031-gb5-R-7
3944.88929 225.035 400.368132948 B3032-gb5-R-7
3944.89644 206.003 250.017265624 B3033-gb5-R-7
3944.9036 389.236 268.542087295 B3034-gb5-R-7
3944.91075 200.781 392.796523361 B3035-gb5-R-7
3944.91815 148.668 250.74606796 B3036-gb5-R-7
3944.92531 150.789 292.718084106 B3037-gb5-R-7
3944.93245 228.646 352.917028962 B3038-gb5-R-7
3944.9396 -1352.82 292.641615508 B3039-gb5-R-7
3944.94675 1.20767 321.33951294 B3040-gb5-R-7
3944.95511 320.428 310.116604836 B3041-gb5-R-7
3944.96352 433.897 345.835071932 B3042-gb5-R-7
3944.97068 378.047 319.425606788 B3043-gb5-R-7
3944.97783 11.0058 214.378147045 B3044-gb5-R-7
3944.98498 415.217 275.786934969 B3045-gb5-R-7
3944.99491 422.542 271.191412625 B3046-gb5-R-7
3945.00206 -419.38 334.719317961 B3047-gb5-R-7
3945.00922 -93.6346 380.80269552 B3048-gb5-R-7
3945.01637 -318.988 314.33468836 B3049-gb5-R-7
3945.02352 -225.879 479.92683333 B3050-gb5-R-7
3945.04562 3309.68 538.519647926 B3053-gb5-R-7
3945.05277 23.3859 488.5974304 B3054-gb5-R-7
3945.05992 194.602 493.66454018 B3055-gb5-R-7
3945.06714 -172.776 540.5182272 B3056-gb5-R-7
3945.07429 300.955 588.67370144 B3057-gb5-R-7
3945.08144 166.275 487.17832456 B3058-gb5-R-7
3960.79567 97.2854 552.90149132 B3373-gb5-R-7
3960.80281 -523.251 533.404162467 B3374-gb5-R-7
3960.80995 365.2 552.426228126 B3375-gb5-R-7
3960.81709 158.169 534.381848468 B3376-gb5-R-7
3960.82423 -602.675 585.943707272 B3377-gb5-R-7
3960.83165 352.341 593.954606445 B3378-gb5-R-7
3960.84593 12.8714 542.38560064 B3380-gb5-R-7
3960.86842 -923.767 576.197193 B3383-gb5-R-7
3961.79932 -114.324 556.35192 B3387-gb5-R-7
3961.80646 -389.969 526.59820535 B3388-gb5-R-7
3961.81361 -218.758 574.14374256 B3389-gb5-R-7
3961.82075 -246.209 548.43103343 B3390-gb5-R-7
3961.82914 351.312 482.831606283 B3391-gb5-R-7
3961.83628 296.603 509.1194685 B3392-gb5-R-7
3961.84461 -276.261 424.442105514 B3393-gb5-R-7
3961.85399 475.541 454.069156472 B3394-gb5-R-7
3961.86233 1375.24 562.9036866 B3395-gb5-R-7
3961.87427 74.5538 421.509597887 B3396-gb5-R-7
3961.88141 456.165 435.22194261 B3397-gb5-R-7
3961.88974 133.18 475.557632276 B3398-gb5-R-7
3961.89807 -36.3694 394.09586778 B3399-gb5-R-7
3961.90764 -144.017 496.70434386 B3400-gb5-R-7
3961.91668 451.465 468.088299428 B3402-gb5-R-7
3961.92382 69.417 447.463580476 B3403-gb5-R-7
3961.93473 192.854 368.724342194 B3404-gb5-R-7
3961.94306 213.488 373.910677335 B3405-gb5-R-7
3961.9514 58.0833 296.171109952 B3406-gb5-R-7
3961.96044 -122.663 408.921360791 B3407-gb5-R-7
3961.96759 148.875 533.409562497 B3408-gb5-R-7
3961.97592 -182.193 515.571662601 B3409-gb5-R-7
3961.98425 309.909 588.23808424 B3410-gb5-R-7
3961.99258 -477.222 537.929287812 B3411-gb5-R-7
3962.00094 75.6318 488.2853131 B3412-gb5-R-7
3962.00808 175.28 383.097133029 B3413-gb5-R-7
3962.01642 198.052 378.332487547 B3414-gb5-R-7
3962.02475 161.032 427.420620756 B3415-gb5-R-7
3962.03308 414.99 400.52258788 B3416-gb5-R-7
3962.04314 206.708 388.31609271 B3417-gb5-R-7
3962.05028 446.366 454.809037342 B3418-gb5-R-7
3962.05862 235.308 488.279788026 B3419-gb5-R-7
3962.06695 50.2312 479.60895872 B3420-gb5-R-7
3962.07529 -511.794 533.69885184 B3421-gb5-R-7
3962.08369 143.37 443.8454512 B3422-gb5-R-7
3962.09084 -464.197 542.816619702 B3423-gb5-R-7
3962.09917 -98.409 581.80405113 B3424-gb5-R-7
3962.10751 111.409 583.488473139 B3425-gb5-R-7
3962.11585 -48.8853 568.1041857 B3426-gb5-R-7
3962.12418 161.347 553.563032876 B3427-gb5-R-7
3962.13131 64.2263 576.448789862 B3428-gb5-R-7
3962.79184 -251.052 492.3803315 B3430-gb5-R-7
3962.79898 274.142 454.955501409 B3431-gb5-R-7
3962.80613 61.7893 409.9207404 B3432-gb5-R-7
3962.81327 -13.5325 429.921846257 B3433-gb5-R-7
3962.82042 24.0539 393.920798136 B3434-gb5-R-7
3962.82774 266.565 477.9375165 B3435-gb5-R-7
3962.83488 -145.753 472.093988806 B3436-gb5-R-7
3962.84203 -71.2053 431.326487244 B3437-gb5-R-7
3962.84917 -70.4461 439.12250624 B3438-gb5-R-7
3962.85631 170.679 378.801466652 B3439-gb5-R-7
3962.86642 127.915 379.209765395 B3440-gb5-R-7
3962.87357 -127.639 312.83373264 B3441-gb5-R-7
3962.8819 514.624 398.600562969 B3442-gb5-R-7
3962.89024 -289.887 442.859733603 B3443-gb5-R-7
3962.89738 284.724 334.21979668 B3444-gb5-R-7
3962.90932 14.6789 316.180738344 B3446-gb5-R-7
3962.91646 529.899 358.722888342 B3447-gb5-R-7
3962.92855 273.44 301.314232512 B3449-gb5-R-7
3962.93688 -263.415 374.322215921 B3450-gb5-R-7
3962.94522 404.069 323.146432817 B3451-gb5-R-7
3962.95494 -442.854 421.1994388 B3453-gb5-R-7
3962.96208 230.087 523.17472556 B3454-gb5-R-7
3962.9716 89.8057 523.369715302 B3456-gb5-R-7
3962.97994 120.068 476.994305826 B3457-gb5-R-7
3962.98827 -108.787 354.538366389 B3458-gb5-R-7
3962.9978 430.038 394.201120323 B3460-gb5-R-7
3963.00494 -333.103 491.36518431 B3461-gb5-R-7
3963.01327 -48.5499 379.0009688 B3462-gb5-R-7
3963.02161 324.949 425.226921981 B3463-gb5-R-7
3963.02994 -105.566 435.95976432 B3464-gb5-R-7
3963.0383 -21.3785 472.622439564 B3465-gb5-R-7
3963.04544 231.377 487.615491318 B3466-gb5-R-7
3963.05378 113.559 523.610805717 B3467-gb5-R-7
3963.06211 124.543 465.418779254 B3468-gb5-R-7
3963.07044 191.786 524.869911756 B3469-gb5-R-7
3963.0788 243.552 519.313535598 B3470-gb5-R-7
3963.08594 72.6428 527.417668962 B3471-gb5-R-7
3963.09427 -504.127 591.01502296 B3472-gb5-R-7
3963.1026 -13.9521 559.333378687 B3473-gb5-R-7
3963.12649 -398.488 583.7097812 B3476-gb5-R-7
3977.79534 747.903 572.81191517 B3893-gb5-R-7
3977.85393 113.325 516.260934855 B3901-gb5-R-7
3977.86126 -267.658 429.719570568 B3902-gb5-R-7
3977.86977 262.557 563.637713744 B3903-gb5-R-7
3977.92331 -53.3619 599.976705492 B3910-gb5-R-7
3977.93055 -420.984 529.792802668 B3911-gb5-R-7
4012.84064 -1043.56 569.55354036 B4475-gb5-R-7
4012.852 308.599 557.11295895 B4477-gb5-R-7
4012.85913 208.437 553.973793802 B4478-gb5-R-7
4012.86626 304.558 538.01829271 B4479-gb5-R-7
4012.88051 122.586 524.732158254 B4481-gb5-R-7
4012.88763 -131.695 494.022760081 B4482-gb5-R-7
4012.89476 304.794 513.425502807 B4483-gb5-R-7
4012.90189 607.719 572.189258592 B4484-gb5-R-7
4012.90901 541.389 559.096744754 B4485-gb5-R-7
4012.91614 -687.014 564.671289791 B4486-gb5-R-7
4012.92327 625.144 567.00401534 B4487-gb5-R-7
4012.93039 -1109.24 540.1268452 B4488-gb5-R-7
4012.93752 -1081.48 509.659472092 B4489-gb5-R-7
4012.94465 928.347 531.916584877 B4490-gb5-R-7
4012.95178 -64.9454 553.383525167 B4491-gb5-R-7
4012.9589 -96.3559 530.850950872 B4492-gb5-R-7
4012.96603 306.027 542.405425248 B4493-gb5-R-7
4012.97317 435.412 567.235676364 B4494-gb5-R-7
4012.98029 -382.594 585.469984832 B4495-gb5-R-7
4012.98742 13.533 596.37580275 B4496-gb5-R-7
4013.8302 -144.29 371.446946208 B4501-gb5-R-7
4013.83732 -70.9224 389.859367728 B4502-gb5-R-7
4013.84445 260.155 386.523100068 B4503-gb5-R-7
4013.85158 -55.6831 428.323089012 B4504-gb5-R-7
4013.85871 152.223 440.8199852 B4505-gb5-R-7
4013.86583 222.135 446.67510846 B4506-gb5-R-7
4013.87296 -111.51 334.321379415 B4507-gb5-R-7
4013.88009 -7.95956 327.126720536 B4508-gb5-R-7
4013.88722 407.747 419.901332154 B4509-gb5-R-7
4013.89434 293.352 374.46246255 B4510-gb5-R-7
4013.90148 417.186 428.503674225 B4511-gb5-R-7
4013.90861 -302.733 445.668825762 B4512-gb5-R-7
4013.91575 325.661 381.394889964 B4513-gb5-R-7
4013.92288 661.366 359.808744204 B4514-gb5-R-7
4013.93 -156.125 383.7083457 B4515-gb5-R-7
4013.93714 112.771 396.208742975 B4516-gb5-R-7
4013.94426 -653.738 580.675545164 B4517-gb5-R-7
4013.9514 -67.1968 513.64022472 B4518-gb5-R-7
4013.95854 -428.33 532.128504009 B4519-gb5-R-7
4013.96567 107.974 573.926744988 B4520-gb5-R-7
4013.9728 70.3384 463.654424244 B4521-gb5-R-7
4013.97993 -6.73356 554.230840728 B4522-gb5-R-7
4013.98706 723.245 467.398611472 B4523-gb5-R-7
4014.83466 287.224 539.117155764 B4528-gb5-R-7
4014.84178 -37.9511 391.483871476 B4529-gb5-R-7
4014.84892 95.487 381.555980996 B4530-gb5-R-7
4014.85605 -251.717 402.478547231 B4531-gb5-R-7
4014.86317 -46.2522 376.985121346 B4532-gb5-R-7
4014.87029 252.673 398.84350968 B4533-gb5-R-7
4014.87742 487.564 539.19371672 B4534-gb5-R-7
4014.88455 0.206636 425.052852 B4535-gb5-R-7
4014.89167 921.299 386.342165 B4536-gb5-R-7
4014.8988 -202.063 354.74574625 B4537-gb5-R-7
4014.90592 -260.89 343.914869856 B4538-gb5-R-7
4014.91305 -219.516 403.689697832 B4539-gb5-R-7
4014.92017 -88.3678 374.882555748 B4540-gb5-R-7
4014.9273 -51.1632 407.020121034 B4541-gb5-R-7
4014.93444 693.051 433.655818515 B4542-gb5-R-7
4014.94157 -80.4041 420.39885645 B4543-gb5-R-7
4014.9487 83.7179 453.549796821 B4544-gb5-R-7
4014.95582 553.989 424.143716502 B4545-gb5-R-7
4014.96296 306.855 531.634777864 B4546-gb5-R-7
4014.97009 411.826 558.904241888 B4547-gb5-R-7
4014.97722 1641.0 599.725616344 B4548-gb5-R-7
4025.83943 150.184 389.39277978 B4592-gb5-R-7
4025.84656 326.635 433.398645008 B4593-gb5-R-7
4025.85369 -51.7623 392.479829838 B4594-gb5-R-7
4025.86081 -395.198 410.968219328 B4595-gb5-R-7
4025.86794 319.647 426.16153884 B4596-gb5-R-7
4025.87508 247.553 504.829006356 B4597-gb5-R-7
4025.8822 280.329 532.832849856 B4598-gb5-R-7
4025.88931 391.866 443.924544912 B4599-gb5-R-7
4025.89645 759.517 531.122187492 B4600-gb5-R-7
4025.90358 -420.509 578.223175379 B4601-gb5-R-7
4025.91071 -83.4824 549.557582112 B4602-gb5-R-7
4025.91784 83.8509 548.44300384 B4603-gb5-R-7
4025.92498 190.992 506.534434659 B4604-gb5-R-7
4025.93212 263.756 591.9533055 B4605-gb5-R-7
4030.84522 696.349 535.9059324 B4642-gb5-R-7
4030.85946 107.816 528.12259794 B4644-gb5-R-7
4030.86658 -632.881 512.69525406 B4645-gb5-R-7
4030.87372 -815.284 561.06755426 B4646-gb5-R-7
4030.88149 -384.886 536.818327185 B4647-gb5-R-7
4030.88862 -407.906 553.984352146 B4648-gb5-R-7
4030.89574 -162.921 564.222422676 B4649-gb5-R-7
4030.9171 -872.401 586.005392587 B4652-gb5-R-7
4030.92422 -279.049 582.740646446 B4653-gb5-R-7
4030.93134 -266.603 555.0714841 B4654-gb5-R-7
4030.93847 -210.796 593.682757302 B4655-gb5-R-7
4038.86114 -193.972 573.066073775 B4702-gb5-R-7
4038.91071 -915.117 574.35375888 B4708-gb5-R-7
4144.18506 193.782 589.54820964 B4812-gb5-R-7
4144.19219 -278.554 518.405667 B4813-gb5-R-7
4145.17197 461.91 531.422487541 B4830-gb5-R-7
4145.18266 965.566 526.67453189 B4832-gb5-R-7
4145.18503 -170.906 532.454046433 B4833-gb5-R-7
4145.18622 -302.248 487.22530089 B4834-gb5-R-7
4145.191 353.343 509.40226967 B4835-gb5-R-7
4145.19694 441.64 514.324471535 B4836-gb5-R-7
4145.2017 826.084 566.66065456 B4837-gb5-R-7
4148.15544 298.837 490.078441146 B4869-gb5-R-7
4148.16258 130.386 582.16960529 B4870-gb5-R-7
4148.16971 172.6 508.725561982 B4871-gb5-R-7
4148.17683 438.039 410.804964792 B4872-gb5-R-7
4148.18396 -138.965 339.226570662 B4873-gb5-R-7
4148.19252 363.422 518.49693616 B4874-gb5-R-7
4148.19964 365.058 325.921831884 B4875-gb5-R-7
4149.16751 -329.943 537.167763377 B4893-gb5-R-7
4149.17462 423.186 487.064699498 B4894-gb5-R-7
4149.18175 526.986 502.693785478 B4895-gb5-R-7
4149.18888 -440.545 470.43359783 B4896-gb5-R-7
4149.19601 277.755 467.260139939 B4897-gb5-R-7
4149.20315 488.897 509.746658652 B4898-gb5-R-7
4150.134 46.5877 595.00538022 B4907-gb5-R-7
4150.14469 251.018 573.8936198 B4909-gb5-R-7
4150.18033 -140.175 545.2906378 B4914-gb5-R-7
4150.18745 68.2455 387.808442996 B4915-gb5-R-7
4150.19458 -27.1901 332.647806398 B4916-gb5-R-7
4150.20171 439.7 396.837288393 B4917-gb5-R-7
4151.11243 191.766 598.75793602 B4921-gb5-R-7
4151.15293 517.651 436.209105312 B4928-gb5-R-7
4151.16006 409.115 465.918530524 B4929-gb5-R-7
4151.1672 -177.7 345.05693388 B4930-gb5-R-7
4151.17433 597.025 288.98312011 B4931-gb5-R-7
4151.18146 57.5791 410.61264097 B4932-gb5-R-7
4151.18858 483.866 528.4995141 B4933-gb5-R-7
4151.19571 -152.106 266.214879755 B4934-gb5-R-7
4151.20283 -209.081 340.34335342 B4935-gb5-R-7
4151.20996 -216.399 471.65413185 B4936-gb5-R-7
4152.16047 364.772 500.732684124 B4948-gb5-R-7
4152.1676 957.39 537.693871964 B4949-gb5-R-7
4152.17472 9.63662 539.32359411 B4950-gb5-R-7
4152.18317 899.124 556.81456809 B4951-gb5-R-7
4152.19028 -75.8258 569.60976475 B4952-gb5-R-7
4152.1974 688.868 575.8804836 B4953-gb5-R-7
4156.15674 46.1496 532.786222384 B5006-gb5-R-7
4156.16385 -176.307 529.454879004 B5007-gb5-R-7
4156.17098 135.325 518.374809054 B5008-gb5-R-7
4156.17811 730.061 544.23663 B5009-gb5-R-7
4156.18524 294.227 551.591381336 B5010-gb5-R-7
4156.19237 -123.558 464.692816224 B5011-gb5-R-7
4156.19951 305.584 494.366445146 B5012-gb5-R-7
4162.12919 441.653 506.481455124 B5049-gb5-R-7
4162.13633 -190.577 486.30842118 B5050-gb5-R-7
4162.14345 1127.91 565.762453488 B5051-gb5-R-7
4162.15423 -226.183 467.96117175 B5052-gb5-R-7
4162.16136 82.041 455.612167716 B5053-gb5-R-7
4162.16849 -427.845 416.63953466 B5054-gb5-R-7
4162.20575 -336.028 569.65574432 B5059-gb5-R-7
4162.21288 63.3405 447.962601366 B5060-gb5-R-7
4162.22 519.802 458.414227092 B5061-gb5-R-7
4164.14865 473.632 540.897113471 B5066-gb5-R-7
4164.15728 598.632 476.620816575 B5067-gb5-R-7
4164.16442 197.15 510.407362114 B5068-gb5-R-7
4164.17154 -300.553 581.201972599 B5069-gb5-R-7
4164.21432 158.951 507.059912898 B5075-gb5-R-7
4168.11642 1381.33 589.04982883 B5112-gb5-R-7
4168.12356 -440.372 540.16189305 B5113-gb5-R-7
4168.1378 -134.063 530.7989967 B5115-gb5-R-7
4168.14493 -859.205 502.84755962 B5116-gb5-R-7
4168.15205 546.827 482.2787892 B5117-gb5-R-7
4168.15917 -650.996 513.188116982 B5118-gb5-R-7
4168.20229 -588.724 535.88152702 B5124-gb5-R-7
4169.12178 1802.6 592.40600211 B5139-gb5-R-7
4169.12772 -4164.25 476.716308 B5142-gb5-R-7
4169.13247 737.054 512.46749565 B5145-gb5-R-7
4169.1396 2271.09 526.60912535 B5146-gb5-R-7
4169.14672 141.442 526.454402175 B5147-gb5-R-7
4169.15384 455.142 539.56464935 B5148-gb5-R-7
4169.16097 -216.868 569.61827208 B5149-gb5-R-7
4169.1702 -221.409 589.7752775 B5150-gb5-R-7
4169.19871 -45.4246 414.719482563 B5154-gb5-R-7
4169.20584 34.6525 387.599046394 B5155-gb5-R-7
4169.21297 -170.409 376.213664484 B5156-gb5-R-7
4169.2201 -550.615 591.17211153 B5157-gb5-R-7
4170.10102 27.9184 495.612587044 B5169-gb5-R-7
4170.10815 746.845 501.2934546 B5170-gb5-R-7
4170.11528 -220.037 591.402382038 B5171-gb5-R-7
4170.1224 232.054 559.296234 B5172-gb5-R-7
4170.12953 407.821 431.208537958 B5173-gb5-R-7
4170.15091 -6.17037 427.425396642 B5176-gb5-R-7
4170.15804 164.781 517.1780622 B5177-gb5-R-7
4170.16517 275.631 543.148712142 B5178-gb5-R-7
4180.10338 44.2189 526.4721232 B5240-gb5-R-7
4180.11052 1574.75 555.103258 B5241-gb5-R-7
4181.08141 444.889 592.572327138 B5267-gb5-R-7
4181.08936 325.656 533.048295858 B5268-gb5-R-7
4181.09649 -1.73473 527.20207979 B5269-gb5-R-7
