,VHT,VMT,Avg. Delay,Incoming Veh. Flux,Outgoing Veh. Flux,Avg. Queue Length,Total Queue Length,X(t),timestep
0,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.0,0.0,0,2,0
1,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.0,0.0,0,2,1
2,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.0,0.0,0,3,2
3,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.0,0.0,0,3,3
4,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.0,0.0,0,4,4
5,30.156421799473062,27.071419849386963,22.15642179947306,0.0,0.1,0.0,0,4,5
6,30.15600365114928,27.071044477636708,22.156003651149277,0.0,0.1,0.0,0,3,6
7,30.157245099056116,27.07215892542267,22.15724509905612,0.0,0.0,0.0,0,3,7
8,30.157245099056116,27.07215892542267,22.15724509905612,0.0,0.0,0.0,0,3,8
9,30.157245099056116,27.07215892542267,22.15724509905612,0.0,0.0,0.0,0,3,9
10,30.157245099056116,27.07215892542267,22.15724509905612,0.0,0.0,0.0,0,4,10
11,30.157245099056116,27.07215892542267,22.15724509905612,0.0,0.1,0.0,0,4,11
12,30.156826951001953,27.071783553914447,22.156826951001953,0.1,0.1,0.0,0,4,12
13,30.15723857531064,27.07215306905636,22.157238575310636,0.1,0.1,0.0,0,3,13
14,30.1588947892466,27.073639852306666,22.158894789246595,0.1,0.0,0.0,0,2,14
15,30.1588947892466,27.073639852306666,22.158894789246595,0.1,0.0,0.0,0,3,15
16,30.1588947892466,27.073639852306666,22.158894789246595,0.1,0.2,0.0,0,3,16
17,30.16137730761253,27.075868409043764,22.161377307612533,0.1,0.0,0.0,0,1,17
18,30.16137730761253,27.075868409043764,22.161377307612533,0.1,0.0,0.0,0,2,18
19,30.16137730761253,27.075868409043764,22.161377307612533,0.1,0.0,0.0,0,2,19
20,30.16137730761253,27.075868409043764,22.161377307612533,0.1,0.0,0.0,0,3,20
21,30.16137730761253,27.075868409043764,22.161377307612533,0.1,0.1,0.0,0,3,21
22,30.160959117213913,27.07549299952293,22.16095911721391,0.1,0.0,0.0,0,2,22
23,30.160959117213913,27.07549299952293,22.16095911721391,0.1,0.1,0.0,0,3,23
24,30.16261511656849,27.07697959014353,22.16261511656849,0.1,0.0,0.0,0,2,24
25,30.16261511656849,27.07697959014353,22.16261511656849,0.1,0.0,0.0,0,2,25
26,30.16261511656849,27.07697959014353,22.16261511656849,0.1,0.0,0.0,0,3,26
27,30.16261511656849,27.07697959014353,22.16261511656849,0.1,0.1,0.0,0,3,27
28,30.162196917843733,27.07660417314832,22.162196917843737,0.0,0.1,0.0,0,3,28
29,30.162608371012567,27.07697353465798,22.162608371012567,0.0,0.1,0.0,0,2,29
30,30.162190189774964,27.07659813336098,22.162190189774968,0.0,0.0,0.0,0,1,30
31,30.162190189774964,27.07659813336098,22.162190189774968,0.0,0.0,0.0,0,2,31
32,30.162190189774964,27.07659813336098,22.162190189774968,0.0,0.1,0.0,0,2,32
33,30.161772025883522,27.07622274763564,22.161772025883522,0.0,0.0,0.0,0,1,33
34,30.161772025883522,27.07622274763564,22.161772025883522,0.0,0.0,0.0,0,2,34
35,30.161772025883522,27.07622274763564,22.161772025883522,0.0,0.1,0.0,0,2,35
36,30.161353879337163,27.07584737748097,22.161353879337167,0.0,0.0,0.0,0,2,36
37,30.161353879337163,27.07584737748097,22.161353879337167,0.0,0.1,0.0,0,2,37
38,30.160935750134804,27.07547202289601,22.160935750134804,0.0,0.0,0.0,0,1,38
39,30.160935750134804,27.07547202289601,22.160935750134804,0.0,0.0,0.0,0,2,39
40,30.160935750134804,27.07547202289601,22.160935750134804,0.0,0.1,0.0,0,2,40
41,30.16051763827537,27.075096683879796,22.160517638275365,0.1,0.0,0.0,0,1,41
42,30.16051763827537,27.075096683879796,22.160517638275365,0.1,0.0,0.0,0,2,42
43,30.16051763827537,27.075096683879796,22.160517638275365,0.1,0.1,0.0,0,2,43
44,30.16009954375778,27.07472136043135,22.16009954375778,0.1,0.0,0.0,0,2,44
45,30.16009954375778,27.07472136043135,22.16009954375778,0.1,0.1,0.0,0,2,45
46,30.15968146658095,27.074346052549714,22.15968146658095,0.1,0.0,0.0,0,1,46
47,30.15968146658095,27.074346052549714,22.15968146658095,0.1,0.1,0.0,0,2,47
48,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.0,0.0,0,1,48
49,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.0,0.0,0,1,49
50,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.0,0.0,0,2,50
51,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.0,0.0,0,2,51
52,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.0,0.0,0,3,52
53,30.16506988511468,27.079183235867443,22.165069885114683,0.1,0.1,0.0,0,3,53
54,30.164651722207246,27.07880785102544,22.164651722207243,0.1,0.0,0.0,0,2,54
55,30.164651722207246,27.07880785102544,22.164651722207243,0.1,0.1,0.0,0,3,55
56,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.0,0.0,0,2,56
57,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.0,0.0,0,2,57
58,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.0,0.0,0,3,58
59,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.0,0.5,1,3,59
60,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.0,0.3333333333333333,1,4,60
61,30.16506303915063,27.079177090245516,22.165063039150628,0.1,0.1,0.3333333333333333,1,4,61
62,30.16734059097978,27.081221648522547,22.167340590979776,0.0,0.0,0.0,0,3,62
63,30.16734059097978,27.081221648522547,22.167340590979776,0.0,0.1,0.0,0,4,63
64,30.16837390619168,27.082149255588266,22.168373906191682,0.0,0.0,0.0,0,3,64
65,30.16837390619168,27.082149255588266,22.168373906191682,0.0,0.1,0.5,1,3,65
66,30.16878512036826,27.08251840255458,22.168785120368256,0.0,0.1,0.0,0,3,66
67,30.16981836277681,27.08344594426474,22.169818362776805,0.0,0.0,0.0,0,2,67
68,30.16981836277681,27.08344594426474,22.169818362776805,0.0,0.0,0.0,0,3,68
69,30.16981836277681,27.08344594426474,22.169818362776805,0.0,0.1,0.0,0,3,69
70,30.169400153434655,27.083070517738285,22.16940015343465,0.0,0.0,0.0,0,2,70
71,30.169400153434655,27.083070517738285,22.16940015343465,0.0,0.2,0.0,0,3,71
72,30.170844477618132,27.084367087557787,22.170844477618132,0.0,0.1,0.0,0,1,72
73,30.170426273013767,27.083991665284458,22.170426273013764,0.0,0.0,,0,0,73
74,30.170426273013767,27.083991665284458,22.170426273013764,0.0,0.0,0.0,0,1,74
75,30.170426273013767,27.083991665284458,22.170426273013764,0.0,0.1,0.0,0,1,75
76,30.170008085750418,27.08361625857815,22.17000808575042,0.0,0.0,0.0,0,1,76
77,30.170008085750418,27.08361625857815,22.17000808575042,0.0,0.0,0.0,0,1,77
78,30.170008085750418,27.08361625857815,22.17000808575042,0.0,0.0,0.0,0,1,78
79,30.170008085750418,27.08361625857815,22.17000808575042,0.0,0.0,0.0,0,2,79
80,30.170008085750418,27.08361625857815,22.17000808575042,0.0,0.1,0.0,0,2,80
81,30.16958991582701,27.0832408674379,22.16958991582701,0.0,0.0,0.0,0,1,81
82,30.16958991582701,27.0832408674379,22.16958991582701,0.0,0.0,0.0,0,2,82
83,30.16958991582701,27.0832408674379,22.16958991582701,0.0,0.1,0.0,0,2,83
84,30.169171763242456,27.08286549186275,22.169171763242453,0.0,0.1,0.0,0,2,84
85,30.170204826270837,27.083792872543327,22.17020482627084,0.0,0.1,0.0,0,1,85
86,30.16978667827601,27.083417501088373,22.16978667827601,0.0,0.0,,0,0,86
87,30.16978667827601,27.083417501088373,22.16978667827601,0.0,0.0,0.0,0,1,87
88,30.16978667827601,27.083417501088373,22.16978667827601,0.0,0.1,0.0,0,1,88
89,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,,0,0,89
90,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,1,90
91,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,1,91
92,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,2,92
93,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,2,93
94,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,2,94
95,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,3,95
96,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.0,0.0,0,3,96
97,30.16936854761806,27.08304214519673,22.169368547618056,0.1,0.1,0.0,0,3,97
98,30.1697796388814,27.08341118182383,22.1697796388814,0.1,0.0,0.0,0,3,98
99,30.1697796388814,27.08341118182383,22.1697796388814,0.1,0.0,0.0,0,3,99
